"iteration","pruning_methods: -1 - _step","pruning_methods: -1 - _step__MIN","pruning_methods: -1 - _step__MAX","pruning_methods: -1 - val_acc","pruning_methods: -1 - val_acc__MIN","pruning_methods: -1 - val_acc__MAX","pruning_methods: 5 - _step","pruning_methods: 5 - _step__MIN","pruning_methods: 5 - _step__MAX","pruning_methods: 5 - val_acc","pruning_methods: 5 - val_acc__MIN","pruning_methods: 5 - val_acc__MAX","pruning_methods: 4 - _step","pruning_methods: 4 - _step__MIN","pruning_methods: 4 - _step__MAX","pruning_methods: 4 - val_acc","pruning_methods: 4 - val_acc__MIN","pruning_methods: 4 - val_acc__MAX"
"20060","170","170","170","48.102500000000006","46.26","50.68","170","170","170","51.9225","50.82","54.4","170","170","170","43.0825","40.2","45.37"
"20080","502","502","502","30.1625","28.08","32.31","502","502","502","35.7225","29.33","39.61","502","502","502","16.4625","14.57","18.82"
"20120","503","503","503","31.3","29.55","33.76","503","503","503","38.629999999999995","36.34","39.89","503","503","503","16.3725","14.78","17.09"
"20160","504","504","504","31.557499999999997","21.29","35.59","504","504","504","37.7125","36.39","40.35","504","504","504","16.2675","12.5","19.49"
"20178","171","171","171","47.34","46.7","48.8","171","171","171","50.975","49.98","51.46","171","171","171","41.1","38.19","44.34"
"20188","103","103","103","54.584999999999994","51.98","55.67","103","103","103","56.8725","55.63","58.12","103","103","103","52.067499999999995","49.62","54.11"
"20200","505","505","505","32.8625","30.26","35.14","505","505","505","37.5775","32.63","43.05","505","505","505","14.31","9.98","17.18"
"20240","506","506","506","28.8425","22.86","32.01","506","506","506","40.004999999999995","33.91","43.03","506","506","506","15.7325","13.73","17.22"
"20276","74","74","74","58.3025","56.79","59.19","74","74","74","59.574999999999996","57.69","60.57","74","74","74","58.515","55.57","61.06"
"20280","507","507","507","32.5325","30.23","35.73","507","507","507","36.822500000000005","32.71","41.25","507","507","507","16.884999999999998","15.02","18.16"
"20296","172","172","172","49.975","49.38","50.59","172","172","172","52.5475","50.1","54.41","172","172","172","41.5775","38.78","44.9"
"20320","508","508","508","32.4975","25.92","35.04","508","508","508","36.78","29.84","41.47","508","508","508","18.8875","16.82","20.7"
"20332","52","52","52","59.86749999999999","58.43","61.61","","","","","","","","","","","",""
"20360","509","509","509","31.4325","24.75","36.28","509","509","509","38.655","37.61","40.41","509","509","509","16.23","13.36","18.49"
"20384","104","104","104","53.785000000000004","51.56","55.52","104","104","104","56.400000000000006","55.39","57.74","104","104","104","51.347500000000004","47.35","54.2"
"20400","510","510","510","32.042500000000004","27.49","35.82","510","510","510","39.1175","37.5","40.03","510","510","510","17.7125","16.46","18.34"
"20414","173","173","173","49.0825","47.07","51.17","173","173","173","52.192499999999995","51.66","52.59","173","173","173","41.9225","39.67","43.65"
"20440","511","511","511","31.6125","27.91","33.53","511","511","511","32.215","20.45","39.95","511","511","511","17.877499999999998","17.01","18.63"
"20480","512","512","512","28.055000000000003","25.82","31.8","512","512","512","36.3275","27.53","40.52","512","512","512","18.655","16.91","19.73"
"20520","513","513","513","30.8275","29.22","31.61","513","513","513","38.387499999999996","31.9","41.48","513","513","513","17.655","14.22","19.58"
"20532","174","174","174","46.385","44.35","48.74","174","174","174","50.19","47.43","51.48","174","174","174","40.405","37.19","42.41"
"20550","75","75","75","58.11","58.02","58.19","75","75","75","59.934999999999995","58.24","62.12","75","75","75","59.027499999999996","57.69","60.1"
"20560","514","514","514","32.46000000000001","29.72","34.74","514","514","514","34.6225","28.33","38.14","514","514","514","16.96","13.77","19.41"
"20580","105","105","105","52.5975","51.21","54.32","105","105","105","55.2275","52.78","58.26","105","105","105","52.39","50.41","54.65"
"20600","515","515","515","29.6725","21.26","36.41","515","515","515","39.224999999999994","35.71","40.8","515","515","515","17.04","13.82","20.45"
"20640","516","516","516","29.89","26.82","33.77","516","516","516","39.18","37.16","41.11","516","516","516","16.8925","13.29","19.45"
"20650","175","175","175","47.8325","46.04","50.34","175","175","175","49.8","47.77","52.58","175","175","175","41.5025","39.54","43.63"
"20680","517","517","517","27.767500000000002","21.02","32.29","517","517","517","35.415","31.99","37.84","517","517","517","17.14","13.66","19.81"
"20720","518","518","518","28.972499999999997","20.85","32.54","518","518","518","33.235","28.03","40.8","518","518","518","16.950000000000003","15.84","19.19"
"20723","53","53","53","60.885000000000005","60.51","61.55","","","","","","","","","","","",""
"20760","519","519","519","30.0275","24.48","36.38","519","519","519","36.7025","35.67","38.17","519","519","519","18.125","17.63","19.47"
"20768","176","176","176","48.535000000000004","46.75","49.9","176","176","176","52.2475","51.15","53.37","176","176","176","42.035","41.05","42.89"
"20776","106","106","106","53.405","50.97","54.91","106","106","106","56.315","55.48","56.88","106","106","106","52.28","50.14","53.22"
"20800","520","520","520","30.237499999999997","24.49","34.41","520","520","520","37.8025","34.35","41.43","520","520","520","18.1825","15.81","19.66"
"20824","76","76","76","58.1075","55.96","59.52","76","76","76","58.865","57.5","62.16","76","76","76","60.332499999999996","57.41","62.31"
"20840","521","521","521","31.489999999999995","28.46","35.33","521","521","521","37.504999999999995","34.79","39.57","521","521","521","19.0625","17.66","20.15"
"20880","522","522","522","32.085","27.45","34.77","522","522","522","39.1875","37.39","40.92","522","522","522","19.317500000000003","19.17","19.61"
"20886","177","177","177","46.36","43.92","49.32","177","177","177","51.97","48","53.88","177","177","177","43.86","41.88","45.4"
"20920","523","523","523","32.0125","29.83","32.77","523","523","523","38.879999999999995","36.55","40.8","523","523","523","19.1425","16.62","20.64"
"20960","524","524","524","28.987500000000004","25.67","32.49","524","524","524","38.67","32.87","43.37","524","524","524","18.9225","14.92","21.57"
"20972","107","107","107","51.5875","49.13","54.18","107","107","107","55.8925","53.22","58.94","107","107","107","52.49000000000001","49.7","55.67"
"21000","525","525","525","32.18","28.78","35.97","525","525","525","37.94","32.09","43.82","525","525","525","19.2475","17.32","20.16"
"21004","178","178","178","48.7","46.58","51.1","178","178","178","48.37","42.96","50.76","178","178","178","42.7875","41.62","44.15"
"21040","526","526","526","32.43","29.86","35.55","526","526","526","37.855","32.29","44.59","526","526","526","17.945","15.08","18.98"
"21080","527","527","527","27.612499999999997","20.83","34.93","527","527","527","38.9525","34.63","45.93","527","527","527","16.1975","11.74","18.59"
"21098","77","77","77","56.4025","54.27","58.37","77","77","77","57.6275","50.4","61.57","77","77","77","58.0325","53.63","60.09"
"21114","54","54","54","60.9625","58.94","63.18","","","","","","","","","","","",""
"21120","528","528","528","31.505","29","32.82","528","528","528","40.0375","33.58","46.09","528","528","528","17.4825","14.5","19.6"
"21122","179","179","179","48.5175","46.11","50.45","179","179","179","50.07","48.77","51.14","179","179","179","41.309999999999995","40.17","43.05"
"21160","529","529","529","31.0675","28.73","36.64","529","529","529","37.5625","34.18","40.14","529","529","529","15.9125","10.78","19.04"
"21168","108","108","108","53.8775","52.72","54.84","108","108","108","56.74249999999999","56","57.45","108","108","108","52.95","51.13","54.32"
"21200","530","530","530","29.1725","23.54","34.36","530","530","530","37.510000000000005","34.37","40.24","530","530","530","16.9375","12.31","20.69"
"21240","355.5","180","531","37.3375","23.25","49.49","355.5","180","531","44.786249999999995","35.73","53.64","355.5","180","531","30.27375","16.69","43.99"
"21280","532","532","532","30.759999999999998","24.56","34.4","532","532","532","36.97","33.63","39.39","532","532","532","16.9725","12.57","21.17"
"21320","533","533","533","31.985","28.29","35.76","533","533","533","37.22","30.61","40.46","533","533","533","15.6725","14.05","18.5"
"21358","181","181","181","49.0825","47.99","49.96","181","181","181","53.1175","52.18","54","181","181","181","41.7975","40.81","42.98"
"21360","534","534","534","29.1925","24.94","36.69","534","534","534","36.1625","34.02","40.95","534","534","534","15.615","13.88","19.12"
"21364","109","109","109","53.9475","52.27","54.89","109","109","109","56.0625","54.4","57.38","109","109","109","53.0225","52.12","54.64"
"21372","78","78","78","57.660000000000004","56.57","59.21","78","78","78","60.58","58.86","61.84","78","78","78","59.572500000000005","58.36","61.36"
"21400","535","535","535","33.485","30.12","37.04","535","535","535","39.215","35.99","43.15","535","535","535","16.765","13.8","18.55"
"21440","536","536","536","28.73","24.98","31.43","536","536","536","38.17","33.55","43.41","536","536","536","17.1475","15.83","18.94"
"21476","182","182","182","51.0775","50.39","51.44","182","182","182","49.45249999999999","46.48","54.79","182","182","182","43.277499999999996","42.09","45.74"
"21480","537","537","537","29.252499999999998","25.69","33.29","537","537","537","37.87","34.93","41.08","537","537","537","15.3925","10.92","17.14"
"21505","55","55","55","59.09250000000001","57.77","60.99","","","","","","","","","","","",""
"21520","538","538","538","26.77","24.35","31.54","538","538","538","33.75","27.04","38.8","538","538","538","16.6675","13.74","18.36"
"21560","324.5","110","539","40.526250000000005","21.15","55.57","324.5","110","539","45.4825","30.83","58.6","324.5","110","539","36.04625","16.85","55.71"
"21594","183","183","183","46.82","45.09","49.57","183","183","183","50.81","49.42","52.74","183","183","183","43.605","40.09","46.4"
"21600","540","540","540","30.765","24.49","34.21","540","540","540","35","28.62","38.57","540","540","540","16.815","16.07","18.67"
"21640","541","541","541","33.4125","31.75","36.82","541","541","541","40.0975","38.37","41.77","541","541","541","15.69","13.87","18.3"
"21646","79","79","79","58.72","57.07","60.9","79","79","79","58.5275","56.21","59.93","79","79","79","59.5875","57.53","62.11"
"21680","542","542","542","29.417499999999997","25.91","34.61","542","542","542","38.7975","36.66","41.44","542","542","542","16.8575","14.8","20.54"
"21712","184","184","184","48.385","46.05","52.01","184","184","184","51.6375","49.6","54.8","184","184","184","42.512499999999996","40.15","44.89"
"21720","543","543","543","29.8375","27.91","32.14","543","543","543","39.225","36.57","42.37","543","543","543","16.68","15.78","17.35"
"21756","111","111","111","52.57","50.51","57.27","111","111","111","56.86","55.53","58.87","111","111","111","52.269999999999996","50.08","54.54"
"21760","544","544","544","33.2","30.24","35.65","544","544","544","38.97","33.28","42.07","544","544","544","16.4625","15.08","17.9"
"21800","545","545","545","33.2","30.92","34.45","545","545","545","37.685","30.46","42.65","545","545","545","16.46","15.1","18.27"
"21830","185","185","185","47.865","42.87","50.24","185","185","185","50.7975","46.16","52.63","185","185","185","41.98","41.11","43.68"
"21840","546","546","546","33.345","28.51","38.05","546","546","546","36.54","31.87","43.57","546","546","546","17.0475","16.46","18.08"
"21880","547","547","547","33.945","29","37.03","547","547","547","38.12","33.41","41.14","547","547","547","16.5325","14.53","18.18"
"21896","56","56","56","59.6725","58.58","60.17","","","","","","","","","","","",""
"21920","314","80","548","44.14625","29.26","59.42","314","80","548","49.466249999999995","36.73","60.33","314","80","548","36.35124999999999","12.52","57.96"
"21948","186","186","186","49.6125","49.3","50.45","186","186","186","51.917500000000004","50.67","53.58","186","186","186","43.852500000000006","41.66","46.27"
"21952","112","112","112","53.52","51.07","56.4","112","112","112","57.195","54.07","59.3","112","112","112","53.412499999999994","51.73","55.35"
"21960","549","549","549","31.54","29.75","32.26","549","549","549","36.97","34.17","38.27","549","549","549","17.970000000000002","16.42","19.53"
"22000","550","550","550","31.965","25.56","36.1","550","550","550","36.395","30.01","40.53","550","550","550","18.509999999999998","17.67","19.31"
"22040","551","551","551","29.4775","24.72","33.44","551","551","551","36.957499999999996","27.6","42.61","551","551","551","17.57","14.65","20.32"
"22066","187","187","187","48.01","44.01","50.01","187","187","187","50.870000000000005","49.18","53.71","187","187","187","41.685","40.82","42.71"
"22080","552","552","552","30.265","28.52","32.83","552","552","552","36.08","29.21","38.81","552","552","552","16.555","13.69","20.83"
"22120","553","553","553","30.500000000000004","27.55","33.42","553","553","553","39.775","35.86","43.77","553","553","553","16.79","15.5","18.37"
"22148","113","113","113","54.332499999999996","52.15","56.3","113","113","113","56.6475","54.78","58.05","113","113","113","53.3925","52.75","54.32"
"22160","554","554","554","26.0725","19.11","32.29","554","554","554","34.417500000000004","29.58","37.44","554","554","554","17.450000000000003","15.81","19.03"
"22184","188","188","188","48.4925","46.26","51.21","188","188","188","51.76","48.57","53.91","188","188","188","42.61","40.32","43.64"
"22194","81","81","81","58.7175","55.61","60.38","81","81","81","60.057500000000005","58.49","61.34","81","81","81","59.39","54.97","62.08"
"22200","555","555","555","27.060000000000002","17.64","30.72","555","555","555","37.1725","36.44","37.76","555","555","555","17.665","16.73","18.97"
"22240","556","556","556","31.424999999999997","26.31","36.75","556","556","556","34.8325","26.96","39.02","556","556","556","16.832500000000003","15.07","18.94"
"22280","557","557","557","32.015","28.01","35.28","557","557","557","35.645","29.99","40.91","557","557","557","17.067500000000003","15.61","18.88"
"22287","57","57","57","61.707499999999996","60.93","62.6","","","","","","","","","","","",""
